Date,Predicted,RegimeCode,Actual_Price
2019-02-28,42.483376,-1,41.47698593139648
2019-03-01,42.31784,-1,41.91294479370117
2019-03-04,42.46046,-1,42.12374496459961
2019-03-05,42.661404,-1,42.047096252441406
2019-03-06,42.716297,-1,41.805152893066406
2019-03-07,42.60042,-1,41.321285247802734
2019-03-08,42.272198,-1,41.41948699951172
2019-03-11,42.160732,-1,42.85436248779297
2019-03-12,42.90597,-1,43.33584213256836
2019-03-13,43.56773,-1,43.5274772644043
2019-03-14,43.97221,-1,44.011356353759766
2019-03-15,44.406403,-1,44.583866119384766
2019-03-18,44.92144,-1,45.03899002075195
2019-03-19,45.413208,-1,44.68207550048828
2019-03-20,45.444736,-1,45.072532653808594
2019-03-21,45.64346,-1,46.732566833496094
2019-03-22,46.65216,-1,45.76480865478516
2019-03-25,46.642593,-1,45.211463928222656
2019-03-26,46.271553,-1,44.74435424804688
2019-03-27,45.823147,-1,45.14679336547852
2019-03-28,45.83147,-1,45.2066764831543
2019-03-29,45.897736,-1,45.50130844116211
2019-04-01,46.0928,-1,45.810325622558594
2019-04-02,46.359547,-1,46.476261138916016
2019-04-03,46.850365,-1,46.79484558105469
2019-04-04,47.26503,-1,46.87629699707031
2019-04-05,47.49603,-1,47.19010162353516
2019-04-08,47.762325,-1,47.93268203735352
2019-04-09,48.292946,-1,47.78894805908203
2019-04-10,48.47689,-1,48.0572395324707
2019-04-11,48.686363,-1,47.657203674316406
2019-04-12,48.567112,-1,47.6380500793457
2019-04-15,48.481167,-1,47.72426986694336
2019-04-16,48.49124,-1,47.72906494140625
2019-04-17,48.505062,-1,48.65849304199219
2019-04-18,49.018757,-1,48.83335876464844
2019-04-22,49.38331,-1,48.99386215209961
2019-04-23,49.629513,-1,49.70051193237305
2019-04-24,50.121094,-1,49.62386322021485
2019-04-25,50.322178,-1,49.17351531982422
2019-04-26,50.15117,0,48.93876647949219
2019-04-29,49.92098,-1,49.01302719116211
2019-04-30,49.852077,-1,48.0692138671875
2019-05-01,49.31633,-1,50.42873001098633
2019-05-02,50.326134,-1,50.10055541992188
2019-05-03,50.712135,0,50.723365783691406
2019-05-06,51.189583,0,49.9400520324707
2019-05-07,50.988598,0,48.59381866455078
2019-05-08,50.118633,0,48.603397369384766
2019-05-09,49.680237,-1,48.08121109008789
2019-05-10,49.221348,0,47.41510391235352
2019-05-13,48.64504,0,44.65937042236328
2019-05-14,46.868343,0,45.3663330078125
2019-05-15,46.3564,-1,45.909793853759766
2019-05-16,46.49699,-1,45.70779800415039
2019-05-17,46.492336,-1,45.44809341430664
2019-05-20,46.337753,0,44.026947021484375
2019-05-21,45.48052,0,44.87096786499024
2019-05-22,45.49926,0,43.952396392822266
2019-05-23,45.062614,0,43.2021369934082
2019-05-24,44.421898,0,43.036231994628906
2019-05-28,44.0219,0,42.8582763671875
2019-05-29,43.755035,0,42.65387725830078
2019-05-30,43.52818,0,42.875099182128906
2019-05-31,43.545887,0,42.098411560058594
2019-06-03,43.145412,0,41.67277908325195
2019-06-04,42.700813,0,43.19732284545898
2019-06-05,43.323734,0,43.89468383789063
2019-06-06,44.05988,0,44.53914642333984
2019-06-07,44.75794,0,45.72462463378906
2019-06-10,45.724007,0,46.30895614624024
2019-06-11,46.505974,-1,46.845211029052734
